nohup: 忽略输入
✅ 检测到已有输出文件，尝试读取已处理结果：/home/cuhk/Documents/Test_lx/Find_Paper/ICRA2024_Title_标题_DOI_Abstract_摘要_关键词.csv
   已同步 0 条已处理结果到当前批次。

--- 待处理总行数: 1760 | 新任务数: 1760 ---
✔ 完成 [673/1760] | 设备: 其他 | 标题: Design and Modeling of A Compact Serial Variable Stiffness Actuator (SVSA-III) w...
✔ 完成 [676/1760] | 设备: 其他 | 标题: Accurate Kinematic Modeling using Autoencoders on Differentiable Joints....
✔ 完成 [677/1760] | 设备: 其他 | 标题: Jerk-limited Traversal of One-dimensional Paths and its Application to Multi-dim...
✔ 完成 [679/1760] | 设备: 机械臂 | 标题: Kinematic Optimization of a Robotic Arm for Automation Tasks with Human Demonstr...
✔ 完成 [680/1760] | 设备: 其他 | 标题: Enhancing motion trajectory segmentation of rigid bodies using a novel screw-bas...
✔ 完成 [683/1760] | 设备: 无人机 | 标题: Decentralized Multi-Agent Trajectory Planning in Dynamic Environments with Spati...
✔ 完成 [685/1760] | 设备: 其他 | 标题: Partial Belief Space Planning for Scaling Stochastic Dynamic Games....
✔ 完成 [682/1760] | 设备: 其他 | 标题: Meta-Reinforcement Learning Based Cooperative Surface Inspection of 3D Uncertain...
✔ 完成 [681/1760] | 设备: 其他 | 标题: Automatic Configuration of Multi-Agent Model Predictive Controllers based on Sem...
✔ 完成 [684/1760] | 设备: 其他 | 标题: Communicating Intent as Behaviour Trees for Decentralised Multi-Robot Coordinati...
✔ 完成 [687/1760] | 设备: 无人小车 | 标题: Multi-Robot Autonomous Exploration and Mapping Under Localization Uncertainty wi...
✔ 完成 [688/1760] | 设备: 其他 | 标题: Optimal Task Allocation for Heterogeneous Multi-robot Teams with Battery Constra...
✔ 完成 [686/1760] | 设备: 其他 | 标题: Decentralized Multi-Agent Active Search and Tracking when Targets Outnumber Agen...
✔ 完成 [689/1760] | 设备: 其他 | 标题: Bigraph Matching Weighted with Learnt Incentive Function for Multi-Robot Task Al...
❌ 错误: API 或解析失败: Invalid \escape: line 5 column 1307 (char 1493) (标题: Robust Collaborative Perceptio...)
✔ 完成 [692/1760] | 设备: 其他 | 标题: Robust Collaborative Perception without External Localization and Clock Devices....
✔ 完成 [690/1760] | 设备: 其他 | 标题: Through the Real World Haze Scenes: Navigating the Synthetic-to-Real Gap in Chal...
✔ 完成 [694/1760] | 设备: 其他 | 标题: Occluded Part-aware Graph Convolutional Networks for Skeleton-based Action Recog...
✔ 完成 [691/1760] | 设备: 其他 | 标题: CopperTag: A Real-Time Occlusion-Resilient Fiducial Marker....
✔ 完成 [695/1760] | 设备: 其他 | 标题: MAL: Motion-Aware Loss with Temporal and Distillation Hints for Self-Supervised ...
✔ 完成 [693/1760] | 设备: 其他 | 标题: Marrying NeRF with Feature Matching for One-step Pose Estimation....
✔ 完成 [698/1760] | 设备: 机械臂 | 标题: Compositional Servoing by Recombining Demonstrations....
✔ 完成 [696/1760] | 设备: 机械臂/人形机器人 | 标题: Stereo Image-based Visual Servoing Towards Feature-based Grasping....
✔ 完成 [697/1760] | 设备: 机械臂 | 标题: Visual Feedback Control of an Underactuated Hand for Grasping Brittle and Soft F...
✔ 完成 [700/1760] | 设备: 无人机 | 标题: Unifying Foundation Models with Quadrotor Control for Visual Tracking Beyond Obj...
✔ 完成 [705/1760] | 设备: 其他 | 标题: Projection-Based Fast and Safe Policy Optimization for Reinforcement Learning....
✔ 完成 [699/1760] | 设备: 无人机 | 标题: DCPT: Darkness Clue-Prompted Tracking in Nighttime UAVs....
✔ 完成 [703/1760] | 设备: 无人小车 | 标题: Improving the Generalization of Unseen Crowd Behaviors for Reinforcement Learnin...
✔ 完成 [702/1760] | 设备: 其他 | 标题: Human-Robot Gym: Benchmarking Reinforcement Learning in Human-Robot Collaboratio...
✔ 完成 [704/1760] | 设备: 无人小车 | 标题: Human-Aligned Longitudinal Control for Occluded Pedestrian Crossing With Visual ...
✔ 完成 [706/1760] | 设备: 机器狗 | 标题: Symmetry Considerations for Learning Task Symmetric Robot Policies....
✔ 完成 [701/1760] | 设备: 无人机 | 标题: DroneMOT: Drone-based Multi-Object Tracking Considering Detection Difficulties a...
✔ 完成 [707/1760] | 设备: 机械臂 | 标题: Learning Dual-arm Object Rearrangement for Cartesian Robots....
✔ 完成 [708/1760] | 设备: 其他 | 标题: Guided Online Distillation: Promoting Safe Reinforcement Learning by Offline Dem...
✔ 完成 [709/1760] | 设备: 其他 | 标题: Sample-Efficient Learning to Solve a Real-World Labyrinth Game Using Data-Augmen...
✔ 完成 [710/1760] | 设备: 机械臂 | 标题: Intrinsic Language-Guided Exploration for Complex Long-Horizon Robotic Manipulat...
✔ 完成 [714/1760] | 设备: 机械臂 | 标题: Composable Interaction Primitives: A Structured Policy Class for Efficiently Lea...
✔ 完成 [711/1760] | 设备: 机械臂 | 标题: Touch-Based Manipulation with Multi-Fingered Robot using Off-policy RL and Tempo...
✔ 完成 [713/1760] | 设备: 机械臂 | 标题: Grasp Anything: Combining Teacher-Augmented Policy Gradient Learning with Instan...
✔ 完成 [712/1760] | 设备: 机械臂 | 标题: Learning Language-Conditioned Deformable Object Manipulation with Graph Dynamics...
✔ 完成 [717/1760] | 设备: 其他 | 标题: GPU-Accelerated Optimization-Based Collision Avoidance....
✔ 完成 [716/1760] | 设备: 无人小车 | 标题: Probabilistic Motion Planning and Prediction via Partitioned Scenario Replay....
✔ 完成 [715/1760] | 设备: 机械臂 | 标题: MoDem-V2: Visuo-Motor World Models for Real-World Robot Manipulation....
✔ 完成 [718/1760] | 设备: 其他 | 标题: Learn to Navigate in Dynamic Environments with Normalized LiDAR Scans....
✔ 完成 [719/1760] | 设备: 无人小车 | 标题: Learning Terminal State of the Trajectory Planner: Application for Collision Sce...
✔ 完成 [721/1760] | 设备: 其他 | 标题: Learning Motion Reconstruction from Demonstration via Multi-Modal Soft Tactile S...
✔ 完成 [720/1760] | 设备: 无人小车 | 标题: History-Aware Planning for Risk-free Autonomous Navigation on Unknown Uneven Ter...
✔ 完成 [722/1760] | 设备: 其他 | 标题: Vision-based Tip Force Estimation on a Soft Continuum Robot....
✔ 完成 [724/1760] | 设备: 其他 | 标题: Pulsating Fluidic Sensor for Sensing of Location, Pressure and Contact Area....
✔ 完成 [723/1760] | 设备: 其他 | 标题: Thermally-activated Biochemically-sustained Reactor for Soft Fluidic Actuation....
✔ 完成 [726/1760] | 设备: 其他 | 标题: Mapping High-level Semantic Regions in Indoor Environments without Object Recogn...
✔ 完成 [725/1760] | 设备: 其他 | 标题: Perception through Cognitive Emulation : "A Second Iteration of NaivPhys4RP for ...
✔ 完成 [730/1760] | 设备: 其他 | 标题: End-to-end Semantic Segmentation Network for Low-Light Scenes....
✔ 完成 [727/1760] | 设备: 其他 | 标题: LLM-Grounder: Open-Vocabulary 3D Visual Grounding with Large Language Model as a...
✔ 完成 [729/1760] | 设备: 其他 | 标题: Few-Shot Panoptic Segmentation With Foundation Models....
✔ 完成 [731/1760] | 设备: 其他 | 标题: DefFusion: Deformable Multimodal Representation Fusion for 3D Semantic Segmentat...
✔ 完成 [734/1760] | 设备: 其他 | 标题: MORPH: Design Co-optimization with Reinforcement Learning via a Differentiable H...
✔ 完成 [732/1760] | 设备: 无人小车 | 标题: Lifelong LERF: Local 3D Semantic Inventory Monitoring Using FogROS2....
✔ 完成 [728/1760] | 设备: 其他 | 标题: Improving Radial Imbalances with Hybrid Voxelization and RadialMix for LiDAR 3D ...
✔ 完成 [735/1760] | 设备: 机械臂 | 标题: Mastering Stacking of Diverse Shapes with Large-Scale Iterative Reinforcement Le...
✔ 完成 [736/1760] | 设备: 机械臂 | 标题: Information-driven Affordance Discovery for Efficient Robotic Manipulation....
✔ 完成 [733/1760] | 设备: 机械臂 | 标题: RGBManip: Monocular Image-based Robotic Manipulation through Active Object Pose ...
✔ 完成 [738/1760] | 设备: 机械臂 | 标题: Self-supervised 6-DoF Robot Grasping by Demonstration via Augmented Reality Tele...
✔ 完成 [740/1760] | 设备: 其他 | 标题: Learning Self-Confidence from Semantic Action Embeddings for Improved Trust in H...
✔ 完成 [737/1760] | 设备: 机械臂 | 标题: 6-DoF Closed-Loop Grasping with Reinforcement Learning....
✔ 完成 [739/1760] | 设备: 其他 | 标题: Trust Recognition in Human-Robot Cooperation Using EEG....
✔ 完成 [741/1760] | 设备: 其他 | 标题: Interactive Navigation in Environments with Traversable Obstacles Using Large La...
✔ 完成 [743/1760] | 设备: 其他 | 标题: Enhanced Human-Robot Collaboration with Intent Prediction using Deep Inverse Rei...
✔ 完成 [745/1760] | 设备: 其他 | 标题: VIDAR: Data Quality Improvement for Monocular 3D Reconstruction through In-situ ...
✔ 完成 [742/1760] | 设备: 其他 | 标题: From Unstable Electrode Contacts to Reliable Control: A Deep Learning Approach f...
✔ 完成 [744/1760] | 设备: 其他 | 标题: ToP-ToM: Trust-aware Robot Policy with Theory of Mind....
✔ 完成 [746/1760] | 设备: 其他 | 标题: Transparency Control of a 1-DoF Knee Exoskeleton via Human-in-the-Loop Velocity ...
✔ 完成 [747/1760] | 设备: 其他 | 标题: Towards Enhanced Human Activity Recognition for Real-World Human-Robot Collabora...
✔ 完成 [749/1760] | 设备: 其他 | 标题: Decision Making for Human-in-the-loop Robotic Agents via Uncertainty-Aware Reinf...
✔ 完成 [753/1760] | 设备: 其他 | 标题: Optimization of Flexible Bronchoscopy Shape Sensing Using Fiber Optic Sensors....
✔ 完成 [752/1760] | 设备: 机械臂 | 标题: TEXterity: Tactile Extrinsic deXterity....
✔ 完成 [750/1760] | 设备: 无人机 | 标题: Building User Proficiency in Piloting Small Unmanned Aerial Vehicles (sUAV)....
✔ 完成 [755/1760] | 设备: 其他 | 标题: Crosstalk-Free Impedance-Separating Array Measurement for Iontronic Tactile Sens...
✔ 完成 [754/1760] | 设备: 机械臂 | 标题: Tactile-Informed Action Primitives Mitigate Jamming in Dense Clutter....
✔ 完成 [757/1760] | 设备: 其他 | 标题: A Hierarchical Framework for Robot Safety using Whole-body Tactile Sensors....
✔ 完成 [751/1760] | 设备: 其他 | 标题: GelRoller: A Rolling Vision-based Tactile Sensor for Large Surface Reconstructio...
✔ 完成 [748/1760] | 设备: 机械臂 | 标题: Jacquard V2: Refining Datasets using the Human In the Loop Data Correction Metho...
✔ 完成 [756/1760] | 设备: 其他 | 标题: Multimodal Visual-Tactile Representation Learning through Self-Supervised Contra...
✔ 完成 [759/1760] | 设备: 人形机器人 | 标题: Efficient Terrain Map Using Planar Regions for Footstep Planning on Humanoid Rob...
✔ 完成 [758/1760] | 设备: 机器狗 | 标题: Unlocking Versatile Locomotion: A Novel Quadrupedal Robot with 4-DoFs Legs for R...
✔ 完成 [761/1760] | 设备: 机器狗 | 标题: Optimization Based Dynamic Skateboarding of Quadrupedal Robot....
✔ 完成 [762/1760] | 设备: 机器狗 | 标题: Hierarchical Experience-informed Navigation for Multi-modal Quadrupedal Rebar Gr...
✔ 完成 [760/1760] | 设备: 机器狗 | 标题: Convergent iLQR for Safe Trajectory Planning and Control of Legged Robots....
✔ 完成 [763/1760] | 设备: 其他 | 标题: Reinforcement Learning for Blind Stair Climbing with Legged and Wheeled-Legged R...
✔ 完成 [764/1760] | 设备: 机器狗 | 标题: Modeling and Analysis of Combined Rimless Wheel with Tensegrity Spine....
✔ 完成 [765/1760] | 设备: 其他 | 标题: Degenerate Motions of Multisensor Fusion-based Navigation....
✔ 完成 [766/1760] | 设备: 机械臂 | 标题: On the Disentanglement of Tube Inequalities in Concentric Tube Continuum Robots....
✔ 完成 [767/1760] | 设备: 机械臂 | 标题: 3D Navigation of a Magnetic Swimmer Using a 2D Ultrasonography Probe Manipulated...
✔ 完成 [768/1760] | 设备: 其他 | 标题: An Intelligent Robotic Endoscope Control System Based on Fusing Natural Language...
✔ 完成 [769/1760] | 设备: 其他 | 标题: AiAReSeg: Catheter Detection and Segmentation in Interventional Ultrasound using...
✔ 完成 [770/1760] | 设备: 机械臂 | 标题: Hybrid Robot for Percutaneous Needle Intervention Procedures: Mechanism Design a...
✔ 完成 [771/1760] | 设备: 其他 | 标题: Envibroscope: Real-Time Monitoring and Prediction of Environmental Motion for En...
✔ 完成 [773/1760] | 设备: 机械臂 | 标题: Adaptive Motion Scaling for Robot-Assisted Microsurgery Based on Hybrid Offline ...
✔ 完成 [774/1760] | 设备: 其他 | 标题: Chained Flexible Capsule Endoscope: Unraveling the Conundrum of Size Limitations...
✔ 完成 [776/1760] | 设备: 无人小车 | 标题: AD4RL: Autonomous Driving Benchmarks for Offline Reinforcement Learning with Val...
✔ 完成 [775/1760] | 设备: 其他 | 标题: A Group Theoretic Metric for Robot State Estimation Leveraging Chebyshev Interpo...
✔ 完成 [772/1760] | 设备: 机械臂 | 标题: Cooperative vs. Teleoperation Control of the Steady Hand Eye Robot with Adaptive...
✔ 完成 [777/1760] | 设备: 机械臂 | 标题: SceneReplica: Benchmarking Real-World Robot Manipulation by Creating Replicable ...
✔ 完成 [780/1760] | 设备: 其他 | 标题: RobotPerf: An Open-Source, Vendor-Agnostic, Benchmarking Suite for Evaluating Ro...
✔ 完成 [781/1760] | 设备: 其他 | 标题: Standardization of Cloth Objects and its Relevance in Robotic Manipulation....
✔ 完成 [779/1760] | 设备: 其他 | 标题: LET-3D-AP: Longitudinal Error Tolerant 3D Average Precision for Camera-Only 3D D...
✔ 完成 [782/1760] | 设备: 其他 | 标题: A Model for Multi-Agent Autonomy That Uses Opinion Dynamics and Multi-Objective ...
✔ 完成 [778/1760] | 设备: 无人小车 | 标题: CRITERIA: a New Benchmarking Paradigm for Evaluating Trajectory Prediction Model...
✔ 完成 [784/1760] | 设备: 其他 | 标题: Decentralized Multi-Robot Navigation for Autonomous Surface Vehicles with Distri...
✔ 完成 [783/1760] | 设备: 其他 | 标题: Mission Planning for Multiple Autonomous Underwater Vehicles with Constrained In...
✔ 完成 [785/1760] | 设备: 其他 | 标题: Real-Time Planning Under Uncertainty for AUVs Using Virtual Maps....
✔ 完成 [787/1760] | 设备: 其他 | 标题: Learning Which Side to Scan: Multi-View Informed Active Perception with Side Sca...
✔ 完成 [786/1760] | 设备: 其他 | 标题: Sea-U-Foil: A Hydrofoil Marine Vehicle with Multi-Modal Locomotion....
✔ 完成 [789/1760] | 设备: 无人机 | 标题: Safety-Conscious Pushing on Diverse Oriented Surfaces with Underactuated Aerial ...
✔ 完成 [790/1760] | 设备: 无人机 | 标题: Robust and Energy-Efficient Control for Multi-task Aerial Manipulation with Auto...
✔ 完成 [788/1760] | 设备: 无人机 | 标题: MPS: A New Method for Selecting the Stable Closed-Loop Equilibrium Attitude-Erro...
✔ 完成 [793/1760] | 设备: 无人机 | 标题: Observer-based Controller Design for Oscillation Damping of a Novel Suspended Un...
✔ 完成 [792/1760] | 设备: 无人机 | 标题: A Modular Aerial System Based on Homogeneous Quadrotors with Fault-Tolerant Cont...
✔ 完成 [791/1760] | 设备: 无人机 | 标题: Optimal Collaborative Transportation for Under-Capacitated Vehicle Routing Probl...
✔ 完成 [794/1760] | 设备: 无人机 | 标题: MOAR Planner: Multi-Objective and Adaptive Risk-Aware Path Planning for Infrastr...
✔ 完成 [795/1760] | 设备: 其他 | 标题: SOL: A Compact, Portable, Telescopic, Soft-Robotic Sun-Tracking Mechanism for Im...
✔ 完成 [796/1760] | 设备: 无人机/机械臂 | 标题: Measuring Ball Joint Faults in Parabolic-Trough Solar Plants with Data Augmentat...
